# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
31550 226200 127.837 -2.23463 1.16034 38.5217 38.5217 38.5217 -722.618 380.676 -1103.29 -1103.29
31575 226300 132.569 15.6073 1.159 38.5365 38.5365 38.5365 -706.241 394.768 -1101.01 -1101.01
31600 226400 134.19 100.618 1.16684 38.45 38.45 38.45 -696.462 399.595 -1096.06 -1096.06
31625 226500 127.254 166.54 1.17571 38.3531 38.3531 38.3531 -713.159 378.94 -1092.1 -1092.1
31650 226600 126.257 113.816 1.17883 38.3192 38.3192 38.3192 -729.369 375.972 -1105.34 -1105.34
31675 226700 132.081 61.3486 1.18045 38.3017 38.3017 38.3017 -725.873 393.316 -1119.19 -1119.19
31700 226800 131.798 137.593 1.18527 38.2497 38.2497 38.2497 -717.389 392.473 -1109.86 -1109.86
31725 226900 132.333 162.612 1.18676 38.2337 38.2337 38.2337 -711.89 394.066 -1105.96 -1105.96
31750 227000 132.913 60.5075 1.18257 38.2788 38.2788 38.2788 -722.563 395.792 -1118.35 -1118.35
31775 227100 127.514 20.9724 1.18171 38.2881 38.2881 38.2881 -741.866 379.716 -1121.58 -1121.58
31800 227200 129.712 41.5396 1.18956 38.2037 38.2037 38.2037 -744.255 386.26 -1130.52 -1130.52
31825 227300 130.773 148.545 1.20425 38.0477 38.0477 38.0477 -742.713 389.419 -1132.13 -1132.13
31850 227400 127.977 254.389 1.21423 37.9432 37.9432 37.9432 -743.786 381.094 -1124.88 -1124.88
31875 227500 132.851 166.243 1.2092 37.9957 37.9957 37.9957 -741.352 395.609 -1136.96 -1136.96
31900 227600 130.85 46.5113 1.19641 38.1305 38.1305 38.1305 -750.822 389.648 -1140.47 -1140.47
31925 227700 123.93 6.33938 1.18901 38.2095 38.2095 38.2095 -766.595 369.041 -1135.64 -1135.64
31950 227800 125.872 86.2914 1.19069 38.1916 38.1916 38.1916 -749.981 374.825 -1124.81 -1124.81
31975 227900 131.163 129.232 1.19437 38.1523 38.1523 38.1523 -734.622 390.581 -1125.2 -1125.2
32000 228000 130.659 144.943 1.19488 38.1469 38.1469 38.1469 -733.488 389.08 -1122.57 -1122.57
32025 228100 128.93 116.555 1.19076 38.1908 38.1908 38.1908 -737.746 383.93 -1121.68 -1121.68
32050 228200 129.712 47.1702 1.1853 38.2494 38.2494 38.2494 -742.691 386.259 -1128.95 -1128.95
32075 228300 124.89 84.9677 1.18418 38.2614 38.2614 38.2614 -747.133 371.901 -1119.03 -1119.03
32100 228400 131.391 118.015 1.18491 38.2535 38.2535 38.2535 -726.196 391.26 -1117.46 -1117.46
32125 228500 133.713 120.038 1.18396 38.2638 38.2638 38.2638 -718.363 398.174 -1116.54 -1116.54
32150 228600 128.826 96.186 1.18085 38.2973 38.2973 38.2973 -730.84 383.622 -1114.46 -1114.46
32175 228700 125.275 82.4611 1.1777 38.3315 38.3315 38.3315 -736.909 373.046 -1109.96 -1109.96
32200 228800 136.403 61.4117 1.17648 38.3447 38.3447 38.3447 -709.712 406.185 -1115.9 -1115.9
32225 228900 135.629 82.5474 1.17895 38.3179 38.3179 38.3179 -709.905 403.881 -1113.79 -1113.79
32250 229000 129.718 104.982 1.18418 38.2614 38.2614 38.2614 -728.008 386.277 -1114.29 -1114.29
32275 229100 128.198 132.97 1.18988 38.2002 38.2002 38.2002 -734.541 381.752 -1116.29 -1116.29
32300 229200 131.937 119.392 1.19306 38.1662 38.1662 38.1662 -731.225 392.886 -1124.11 -1124.11
32325 229300 132.116 94.2006 1.19446 38.1513 38.1513 38.1513 -736.133 393.419 -1129.55 -1129.55
32350 229400 124.932 84.6052 1.19691 38.1252 38.1252 38.1252 -758.572 372.026 -1130.6 -1130.6
32375 229500 130.207 70.4165 1.20214 38.0699 38.0699 38.0699 -754.632 387.735 -1142.37 -1142.37
32400 229600 131.639 153.771 1.21097 37.9771 37.9771 37.9771 -745.347 392 -1137.35 -1137.35
32425 229700 133.084 215.063 1.21553 37.9296 37.9296 37.9296 -735.812 396.302 -1132.11 -1132.11
32450 229800 134.231 143.364 1.20861 38.0019 38.0019 38.0019 -737.193 399.717 -1136.91 -1136.91
32475 229900 125.708 46.6522 1.19561 38.1391 38.1391 38.1391 -758.51 374.336 -1132.85 -1132.85
32500 230000 126.248 -2.69979 1.18737 38.2271 38.2271 38.2271 -755.232 375.944 -1131.18 -1131.18
32525 230100 132.446 29.5873 1.18983 38.2007 38.2007 38.2007 -736.577 394.401 -1130.98 -1130.98
32550 230200 131.37 119.018 1.20012 38.0912 38.0912 38.0912 -736.296 391.198 -1127.49 -1127.49
32575 230300 131.452 160.507 1.20906 37.9971 37.9971 37.9971 -740.524 391.44 -1131.96 -1131.96
32600 230400 128 179.027 1.21134 37.9733 37.9733 37.9733 -747.857 381.164 -1129.02 -1129.02
32625 230500 130.899 102.952 1.20607 38.0285 38.0285 38.0285 -748.161 389.796 -1137.96 -1137.96
32650 230600 131.751 68.118 1.19932 38.0997 38.0997 38.0997 -742.559 392.332 -1134.89 -1134.89
32675 230700 134.251 33.3228 1.19635 38.1312 38.1312 38.1312 -739.627 399.776 -1139.4 -1139.4
32700 230800 127.33 61.1083 1.20035 38.0888 38.0888 38.0888 -757.468 379.168 -1136.64 -1136.64
32725 230900 125.814 126.053 1.20838 38.0043 38.0043 38.0043 -759.11 374.653 -1133.76 -1133.76
32750 231000 135.733 123.613 1.21452 37.9402 37.9402 37.9402 -741.74 404.19 -1145.93 -1145.93
32775 231100 129.172 172.151 1.21752 37.9089 37.9089 37.9089 -751.065 384.652 -1135.72 -1135.72
32800 231200 127.041 115.321 1.21348 37.951 37.951 37.951 -759.368 378.305 -1137.67 -1137.67
32825 231300 134.311 22.1427 1.20816 38.0066 38.0066 38.0066 -750.704 399.956 -1150.66 -1150.66
32850 231400 130.542 148.364 1.20871 38.0008 38.0008 38.0008 -737.846 388.731 -1126.58 -1126.58
32875 231500 132.713 165.947 1.20505 38.0393 38.0393 38.0393 -726.432 395.197 -1121.63 -1121.63
32900 231600 130.28 111.808 1.19425 38.1536 38.1536 38.1536 -728.209 387.951 -1116.16 -1116.16
32925 231700 127.073 39.3829 1.1822 38.2827 38.2827 38.2827 -734.59 378.403 -1112.99 -1112.99
32950 231800 129.36 21.8603 1.17638 38.3458 38.3458 38.3458 -726.2 385.213 -1111.41 -1111.41
32975 231900 137.479 32.1077 1.17893 38.3181 38.3181 38.3181 -708.868 409.389 -1118.26 -1118.26
33000 232000 132.237 80.4996 1.1886 38.2139 38.2139 38.2139 -727.753 393.78 -1121.53 -1121.53
33025 232100 128.403 162.08 1.19991 38.0935 38.0935 38.0935 -737.539 382.361 -1119.9 -1119.9
33050 232200 130.758 172.819 1.20506 38.0391 38.0391 38.0391 -735.59 389.374 -1124.96 -1124.96
33075 232300 132.917 98.7604 1.20299 38.0609 38.0609 38.0609 -740.859 395.804 -1136.66 -1136.66
33100 232400 124.36 76.6154 1.20024 38.09 38.09 38.09 -763.426 370.322 -1133.75 -1133.75
33125 232500 126.046 84.4932 1.19979 38.0947 38.0947 38.0947 -757.155 375.343 -1132.5 -1132.5
33150 232600 132.21 76.3098 1.20147 38.077 38.077 38.077 -745.633 393.7 -1139.33 -1139.33
33175 232700 128.515 143.905 1.20487 38.0411 38.0411 38.0411 -747.094 382.696 -1129.79 -1129.79
33200 232800 129.647 155.604 1.20391 38.0512 38.0512 38.0512 -741.382 386.067 -1127.45 -1127.45
33225 232900 134.76 117.451 1.19708 38.1235 38.1235 38.1235 -726.009 401.292 -1127.3 -1127.3
33250 233000 132.757 100.275 1.18753 38.2254 38.2254 38.2254 -720.563 395.328 -1115.89 -1115.89
33275 233100 127.617 46.2516 1.17804 38.3278 38.3278 38.3278 -732.753 380.022 -1112.77 -1112.77
33300 233200 125.713 24.9799 1.17388 38.373 38.373 38.373 -738.909 374.353 -1113.26 -1113.26
33325 233300 131.808 78.325 1.17734 38.3354 38.3354 38.3354 -720.351 392.501 -1112.85 -1112.85
33350 233400 132.972 164.178 1.18341 38.2697 38.2697 38.2697 -710.594 395.969 -1106.56 -1106.56
33375 233500 128.478 185.338 1.18302 38.2739 38.2739 38.2739 -716.368 382.585 -1098.95 -1098.95
33400 233600 128.324 71.8073 1.17418 38.3697 38.3697 38.3697 -726.312 382.127 -1108.44 -1108.44
33425 233700 123.015 -7.48729 1.16705 38.4477 38.4477 38.4477 -744.485 366.318 -1110.8 -1110.8
33450 233800 129.444 6.98029 1.17066 38.4081 38.4081 38.4081 -728.95 385.462 -1114.41 -1114.41
33475 233900 134.414 108.225 1.18549 38.2473 38.2473 38.2473 -716.651 400.263 -1116.91 -1116.91
33500 234000 129.225 236.534 1.20124 38.0794 38.0794 38.0794 -725.769 384.811 -1110.58 -1110.58
33525 234100 128.606 218.077 1.20444 38.0457 38.0457 38.0457 -734.461 382.967 -1117.43 -1117.43
33550 234200 130.312 72.4803 1.19536 38.1418 38.1418 38.1418 -743.558 388.047 -1131.6 -1131.6
33575 234300 123.149 -20.0149 1.1882 38.2182 38.2182 38.2182 -768.991 366.716 -1135.71 -1135.71
33600 234400 125.43 47.5287 1.19263 38.1708 38.1708 38.1708 -756.88 373.508 -1130.39 -1130.39
33625 234500 131.933 145.507 1.20326 38.0581 38.0581 38.0581 -737.146 392.874 -1130.02 -1130.02
33650 234600 132.475 191.407 1.21013 37.9859 37.9859 37.9859 -737.49 394.488 -1131.98 -1131.98
33675 234700 128.261 141.352 1.20797 38.0085 38.0085 38.0085 -753.818 381.941 -1135.76 -1135.76
33700 234800 126.896 59.0922 1.20062 38.086 38.086 38.086 -760.152 377.874 -1138.03 -1138.03
33725 234900 133.958 26.2888 1.19716 38.1227 38.1227 38.1227 -742.661 398.905 -1141.57 -1141.57
33750 235000 135.564 144.268 1.20006 38.0919 38.0919 38.0919 -719.244 403.687 -1122.93 -1122.93
33775 235100 134.653 108.811 1.19956 38.0971 38.0971 38.0971 -728.848 400.974 -1129.82 -1129.82
33800 235200 130.84 54.8118 1.19805 38.1131 38.1131 38.1131 -747.93 389.619 -1137.55 -1137.55
33825 235300 126.181 125.843 1.20007 38.0917 38.0917 38.0917 -749.07 375.745 -1124.81 -1124.81
33850 235400 132.392 133.136 1.20003 38.0922 38.0922 38.0922 -733.083 394.24 -1127.32 -1127.32
33875 235500 132.329 125.545 1.19614 38.1334 38.1334 38.1334 -730.533 394.052 -1124.59 -1124.59
33900 235600 126.73 72.4471 1.1891 38.2086 38.2086 38.2086 -745.288 377.38 -1122.67 -1122.67
33925 235700 123.589 29.1962 1.18347 38.2691 38.2691 38.2691 -753.138 368.028 -1121.17 -1121.17
33950 235800 133.182 52.8717 1.18486 38.2541 38.2541 38.2541 -726.43 396.594 -1123.02 -1123.02
33975 235900 133.336 138.81 1.19147 38.1832 38.1832 38.1832 -719.95 397.052 -1117 -1117
34000 236000 128.836 168.257 1.19499 38.1457 38.1457 38.1457 -732.754 383.652 -1116.41 -1116.41
34025 236100 124.1 165.149 1.19077 38.1907 38.1907 38.1907 -739.143 369.548 -1108.69 -1108.69
34050 236200 136.97 37.9216 1.18011 38.3053 38.3053 38.3053 -716.011 407.873 -1123.88 -1123.88
34075 236300 131.807 42.1571 1.1741 38.3706 38.3706 38.3706 -719.99 392.498 -1112.49 -1112.49
34100 236400 128.014 85.6261 1.17394 38.3724 38.3724 38.3724 -723.074 381.203 -1104.28 -1104.28
34125 236500 130.213 107.413 1.17585 38.3516 38.3516 38.3516 -717.273 387.752 -1105.03 -1105.03
34150 236600 132.9 120.785 1.17713 38.3376 38.3376 38.3376 -710.373 395.752 -1106.13 -1106.13
34175 236700 131.479 101.045 1.17633 38.3463 38.3463 38.3463 -717.349 391.521 -1108.87 -1108.87
34200 236800 126.63 54.824 1.17578 38.3523 38.3523 38.3523 -739.741 377.082 -1116.82 -1116.82
34225 236900 126.509 89.235 1.17961 38.3107 38.3107 38.3107 -739.517 376.723 -1116.24 -1116.24
34250 237000 133.202 133.353 1.18493 38.2533 38.2533 38.2533 -720.234 396.652 -1116.89 -1116.89
34275 237100 133.238 148.812 1.18709 38.2301 38.2301 38.2301 -719.383 396.761 -1116.14 -1116.14
34300 237200 129.317 145.95 1.18425 38.2606 38.2606 38.2606 -727.536 385.085 -1112.62 -1112.62
34325 237300 129.051 98.1125 1.17637 38.3459 38.3459 38.3459 -727.889 384.292 -1112.18 -1112.18
34350 237400 129.97 67.0519 1.16794 38.438 38.438 38.438 -720.451 387.027 -1107.48 -1107.48
34375 237500 135.208 57.4578 1.1628 38.4944 38.4944 38.4944 -701.543 402.627 -1104.17 -1104.17
34400 237600 135.152 63.1491 1.16205 38.5028 38.5028 38.5028 -697.133 402.46 -1099.59 -1099.59
34425 237700 127.296 26.5053 1.16597 38.4596 38.4596 38.4596 -726.484 379.065 -1105.55 -1105.55
34450 237800 130.164 29.5133 1.17815 38.3266 38.3266 38.3266 -731.77 387.605 -1119.37 -1119.37
34475 237900 131.366 126.052 1.19747 38.1193 38.1193 38.1193 -734.006 391.186 -1125.19 -1125.19
34500 238000 125.803 239.145 1.21309 37.955 37.955 37.955 -748.057 374.621 -1122.68 -1122.68
34525 238100 126.246 207.606 1.21408 37.9447 37.9447 37.9447 -754.405 375.939 -1130.34 -1130.34
34550 238200 135.207 133.184 1.20368 38.0536 38.0536 38.0536 -731.097 402.623 -1133.72 -1133.72
34575 238300 133.049 86.3968 1.19103 38.188 38.188 38.188 -729.888 396.197 -1126.09 -1126.09
34600 238400 127.119 53.3238 1.18122 38.2934 38.2934 38.2934 -739.603 378.538 -1118.14 -1118.14
34625 238500 129.172 28.4903 1.17746 38.334 38.334 38.334 -735.13 384.651 -1119.78 -1119.78
34650 238600 128.253 96.2897 1.18081 38.2978 38.2978 38.2978 -730.301 381.916 -1112.22 -1112.22
34675 238700 127.473 180.242 1.18378 38.2658 38.2658 38.2658 -720.487 379.594 -1100.08 -1100.08
34700 238800 133.292 126.406 1.17945 38.3125 38.3125 38.3125 -711.004 396.921 -1107.93 -1107.93
34725 238900 129.936 90.156 1.17227 38.3905 38.3905 38.3905 -717.165 386.927 -1104.09 -1104.09
34750 239000 127.643 69.9875 1.16661 38.4525 38.4525 38.4525 -720.055 380.099 -1100.15 -1100.15
34775 239100 130.422 51.5139 1.16466 38.474 38.474 38.474 -714.224 388.374 -1102.6 -1102.6
34800 239200 131.378 58.145 1.16806 38.4366 38.4366 38.4366 -714.613 391.221 -1105.83 -1105.83
34825 239300 130.594 96.4176 1.17587 38.3514 38.3514 38.3514 -720.192 388.886 -1109.08 -1109.08
34850 239400 125.748 185.952 1.18267 38.2777 38.2777 38.2777 -723.85 374.455 -1098.31 -1098.31
34875 239500 134.321 152.705 1.18141 38.2913 38.2913 38.2913 -705.719 399.985 -1105.7 -1105.7
34900 239600 136.135 92.5691 1.17484 38.3625 38.3625 38.3625 -702.485 405.386 -1107.87 -1107.87
34925 239700 127.804 18.7282 1.16997 38.4157 38.4157 38.4157 -731.254 380.577 -1111.83 -1111.83
34950 239800 127.605 45.8716 1.17325 38.3799 38.3799 38.3799 -730.183 379.987 -1110.17 -1110.17
34975 239900 131.925 117.219 1.18159 38.2893 38.2893 38.2893 -714.976 392.849 -1107.83 -1107.83
35000 240000 135.213 133.929 1.18841 38.2159 38.2159 38.2159 -712.038 402.641 -1114.68 -1114.68
35025 240100 128.496 130.864 1.19149 38.183 38.183 38.183 -734.191 382.639 -1116.83 -1116.83
35050 240200 129.055 102.195 1.19139 38.184 38.184 38.184 -738.676 384.305 -1122.98 -1122.98
35075 240300 130.338 88.1744 1.19075 38.1909 38.1909 38.1909 -736.001 388.124 -1124.12 -1124.12
35100 240400 131.468 74.1578 1.19167 38.1811 38.1811 38.1811 -736.795 391.488 -1128.28 -1128.28
35125 240500 122.608 120.312 1.19477 38.148 38.148 38.148 -755.618 365.105 -1120.72 -1120.72
35150 240600 125.657 130.596 1.19597 38.1353 38.1353 38.1353 -748.603 374.184 -1122.79 -1122.79
35175 240700 134.037 108.186 1.19427 38.1534 38.1534 38.1534 -729.739 399.139 -1128.88 -1128.88
35200 240800 129.816 106.77 1.19117 38.1865 38.1865 38.1865 -736.27 386.571 -1122.84 -1122.84
35225 240900 126.851 88.5767 1.18724 38.2285 38.2285 38.2285 -741.196 377.741 -1118.94 -1118.94
35250 241000 131.518 89.5639 1.18447 38.2582 38.2582 38.2582 -725.21 391.64 -1116.85 -1116.85
35275 241100 135.396 118.559 1.18255 38.2789 38.2789 38.2789 -707.752 403.188 -1110.94 -1110.94
35300 241200 130.134 110.264 1.17853 38.3225 38.3225 38.3225 -718.247 387.517 -1105.76 -1105.76
35325 241300 128.649 60.514 1.17334 38.3789 38.3789 38.3789 -724.347 383.095 -1107.44 -1107.44
35350 241400 130.321 35.8305 1.17195 38.3941 38.3941 38.3941 -722.539 388.074 -1110.61 -1110.61
35375 241500 130.612 70.2703 1.17722 38.3367 38.3367 38.3367 -722.94 388.94 -1111.88 -1111.88
35400 241600 129.485 133.534 1.18631 38.2385 38.2385 38.2385 -726.356 385.584 -1111.94 -1111.94
35425 241700 129.684 138.894 1.19275 38.1695 38.1695 38.1695 -732.664 386.175 -1118.84 -1118.84
35450 241800 124.293 127.141 1.19502 38.1454 38.1454 38.1454 -750.022 370.124 -1120.15 -1120.15
35475 241900 128.277 98.577 1.19457 38.1501 38.1501 38.1501 -744.134 381.986 -1126.12 -1126.12
35500 242000 134.095 98.3772 1.19376 38.1588 38.1588 38.1588 -727.969 399.312 -1127.28 -1127.28
35525 242100 130.945 96.3283 1.19339 38.1628 38.1628 38.1628 -735.704 389.931 -1125.64 -1125.64
35550 242200 126.079 79.9142 1.19354 38.1611 38.1611 38.1611 -749.791 375.441 -1125.23 -1125.23
35575 242300 132.232 51.941 1.1962 38.1329 38.1329 38.1329 -742.161 393.763 -1135.92 -1135.92
35600 242400 135.5 180.643 1.20314 38.0594 38.0594 38.0594 -718.347 403.495 -1121.84 -1121.84
35625 242500 132.908 167.192 1.20334 38.0572 38.0572 38.0572 -728.385 395.779 -1124.16 -1124.16
35650 242600 127.239 71.2528 1.19579 38.1372 38.1372 38.1372 -750.075 378.896 -1128.97 -1128.97
35675 242700 125.139 59.9241 1.18925 38.207 38.207 38.207 -747.357 372.642 -1120 -1120
35700 242800 130.939 47.3219 1.18657 38.2357 38.2357 38.2357 -732.019 389.913 -1121.93 -1121.93
35725 242900 130.109 97.1488 1.18948 38.2045 38.2045 38.2045 -729.887 387.444 -1117.33 -1117.33
35750 243000 131.14 122.488 1.19355 38.161 38.161 38.161 -728.667 390.512 -1119.18 -1119.18
35775 243100 130.189 117.07 1.196 38.135 38.135 38.135 -737.15 387.682 -1124.83 -1124.83
35800 243200 124.341 104.48 1.19716 38.1226 38.1226 38.1226 -758.302 370.265 -1128.57 -1128.57
35825 243300 128.594 110.939 1.19738 38.1202 38.1202 38.1202 -747.222 382.93 -1130.15 -1130.15
35850 243400 132.681 120.593 1.19637 38.1311 38.1311 38.1311 -734.266 395.103 -1129.37 -1129.37
35875 243500 129.899 121.265 1.19297 38.1672 38.1672 38.1672 -737.798 386.816 -1124.61 -1124.61
35900 243600 126.187 127.737 1.18651 38.2364 38.2364 38.2364 -737.225 375.764 -1112.99 -1112.99
35925 243700 130.635 48.8014 1.17769 38.3316 38.3316 38.3316 -728.557 389.008 -1117.56 -1117.56
35950 243800 128.646 44.4605 1.1734 38.3782 38.3782 38.3782 -726.629 383.085 -1109.71 -1109.71
35975 243900 130.551 66.8581 1.17515 38.3592 38.3592 38.3592 -719.906 388.758 -1108.66 -1108.66
36000 244000 134.767 93.7159 1.18071 38.2989 38.2989 38.2989 -713.987 401.314 -1115.3 -1115.3
36025 244100 126.927 121.687 1.18717 38.2292 38.2292 38.2292 -739.059 377.966 -1117.02 -1117.02
36050 244200 127.197 115.772 1.1917 38.1808 38.1808 38.1808 -745.654 378.771 -1124.42 -1124.42
36075 244300 132.624 95.8454 1.19479 38.1478 38.1478 38.1478 -736.871 394.931 -1131.8 -1131.8
36100 244400 129.889 134.828 1.19759 38.1181 38.1181 38.1181 -736.585 386.788 -1123.37 -1123.37
36125 244500 128.404 107.875 1.19735 38.1206 38.1206 38.1206 -744.54 382.364 -1126.9 -1126.9
36150 244600 127.885 64.7589 1.19639 38.1309 38.1309 38.1309 -753.655 380.819 -1134.47 -1134.47
36175 244700 124.686 138.039 1.19774 38.1165 38.1165 38.1165 -748.96 371.295 -1120.26 -1120.26
36200 244800 134.095 124.772 1.19612 38.1337 38.1337 38.1337 -725.499 399.313 -1124.81 -1124.81
36225 244900 133.378 78.071 1.19139 38.1841 38.1841 38.1841 -730.382 397.178 -1127.56 -1127.56
36250 245000 125.731 84.8679 1.18788 38.2217 38.2217 38.2217 -745.582 374.406 -1119.99 -1119.99
36275 245100 127.433 94.955 1.18612 38.2405 38.2405 38.2405 -739.265 379.475 -1118.74 -1118.74
36300 245200 130.636 115.2 1.18438 38.2593 38.2593 38.2593 -725.172 389.01 -1114.18 -1114.18
36325 245300 131.153 83.0426 1.18107 38.295 38.295 38.295 -724.287 390.551 -1114.84 -1114.84
36350 245400 132.129 19.4104 1.1799 38.3077 38.3077 38.3077 -731.953 393.457 -1125.41 -1125.41
36375 245500 125.288 85.3833 1.18644 38.2371 38.2371 38.2371 -745.908 373.085 -1118.99 -1118.99
36400 245600 133.07 107.977 1.19612 38.1336 38.1336 38.1336 -736.411 396.259 -1132.67 -1132.67
36425 245700 137.214 193.633 1.20508 38.0389 38.0389 38.0389 -721.551 408.601 -1130.15 -1130.15
36450 245800 126.247 218.377 1.20476 38.0423 38.0423 38.0423 -743.891 375.942 -1119.83 -1119.83
36475 245900 126.891 80.0826 1.19208 38.1767 38.1767 38.1767 -751.476 377.861 -1129.34 -1129.34
36500 246000 128.385 39.1138 1.1796 38.3108 38.3108 38.3108 -737.567 382.309 -1119.88 -1119.88
36525 246100 132.048 39.0638 1.1733 38.3793 38.3793 38.3793 -720.125 393.215 -1113.34 -1113.34
36550 246200 128.605 84.5802 1.17289 38.3838 38.3838 38.3838 -718.282 382.964 -1101.25 -1101.25
36575 246300 131.92 69.2613 1.17539 38.3566 38.3566 38.3566 -716.139 392.836 -1108.97 -1108.97
36600 246400 128.45 122.136 1.18053 38.3008 38.3008 38.3008 -721.265 382.502 -1103.77 -1103.77
36625 246500 125.267 125.743 1.18412 38.262 38.262 38.262 -734.253 373.023 -1107.28 -1107.28
36650 246600 126.385 100.276 1.18564 38.2457 38.2457 38.2457 -738.136 376.353 -1114.49 -1114.49
36675 246700 132.867 114.909 1.18676 38.2336 38.2336 38.2336 -720.378 395.656 -1116.03 -1116.03
36700 246800 130.726 170.509 1.18574 38.2447 38.2447 38.2447 -714.664 389.279 -1103.94 -1103.94
36725 246900 128.795 133.989 1.17721 38.3367 38.3367 38.3367 -715.298 383.529 -1098.83 -1098.83
36750 247000 137.127 30.1014 1.16428 38.4782 38.4782 38.4782 -697.174 408.342 -1105.52 -1105.52
36775 247100 129.275 53.129 1.15708 38.5578 38.5578 38.5578 -703.546 384.958 -1088.5 -1088.5
36800 247200 124.39 65.0506 1.15488 38.5823 38.5823 38.5823 -712.218 370.413 -1082.63 -1082.63
36825 247300 135.519 45.0344 1.15713 38.5572 38.5572 38.5572 -691.208 403.553 -1094.76 -1094.76
36850 247400 133.656 114.063 1.16502 38.47 38.47 38.47 -691.094 398.004 -1089.1 -1089.1
36875 247500 128.522 92.6621 1.17322 38.3802 38.3802 38.3802 -719.765 382.718 -1102.48 -1102.48
36900 247600 128.94 137.25 1.182 38.2849 38.2849 38.2849 -723.207 383.96 -1107.17 -1107.17
36925 247700 129.897 191.371 1.18727 38.2282 38.2282 38.2282 -718.925 386.81 -1105.74 -1105.74
36950 247800 130.612 180.401 1.18304 38.2736 38.2736 38.2736 -713.148 388.939 -1102.09 -1102.09
36975 247900 130.979 108.057 1.16969 38.4188 38.4188 38.4188 -706.243 390.034 -1096.28 -1096.28
37000 248000 134.335 7.31701 1.15522 38.5785 38.5785 38.5785 -697.333 400.027 -1097.36 -1097.36
37025 248100 128.241 5.44501 1.14969 38.6403 38.6403 38.6403 -706.087 381.88 -1087.97 -1087.97
37050 248200 124.118 43.5847 1.15476 38.5836 38.5836 38.5836 -717.979 369.603 -1087.58 -1087.58
37075 248300 130.009 145.207 1.16565 38.463 38.463 38.463 -698.863 387.143 -1086.01 -1086.01
